Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,Region of Headquarters,Year,CAP,CAPln,OPM,BOARD,LEV,WORDSln,CONTR,GAP,RDBL,ESG Combined score,ESG Controversies Score,ESG Score,Emissions Score,Innovation Score,Environmental Pillar Score,Governance Pillar Score,Human Rights Score,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,Workforce Score,CSR Strategy Score,Community Score,LinkedIn URL,POSTS,WORDS,WORDS_per_post,SENTENCES_per_post,POSTSln,Cat_ESG_posts,Cat_E_posts,Cat_S_posts,Cat_G_posts,Cat_N_posts,Resource_Use_posts,Emissions_posts,Innovation_posts,Workforce_posts,Human_Rights_posts,Community_posts,Product_Responsibility_posts,Management_posts,Shareholders_posts,CSR_Strategy_posts,Cat_ESG_words,Cat_E_words,Cat_S_words,Cat_G_words,Cat_N_words,Resource_Use_words,Emissions_words,Innovation_words,Workforce_words,Human_Rights_words,Community_words,Product_Responsibility_words,Management_words,Shareholders_words,CSR_Strategy_words,Gunning_Fog,A_01_score,A_02_score,B_01_score,B_02_score,B_03_score,C_01_score,C_02_score,C_04_score,C_05_score,C_06_score,D_01_score,L_01_score,Crit_A,Crit_B,Crit_C,Crit_D,Crit_L,Gunning_Fog_ESG,A_01_score_ESG,A_02_score_ESG,B_01_score_ESG,B_02_score_ESG,B_03_score_ESG,C_01_score_ESG,C_02_score_ESG,C_04_score_ESG,C_05_score_ESG,C_06_score_ESG,D_01_score_ESG,L_01_score_ESG,Crit_A_ESG,Crit_B_ESG,Crit_C_ESG,Crit_D_ESG,Crit_L_ESG,RDBL_ESG,Gunning_Fog_E,A_01_score_E,A_02_score_E,B_01_score_E,B_02_score_E,B_03_score_E,C_01_score_E,C_02_score_E,C_04_score_E,C_05_score_E,C_06_score_E,D_01_score_E,L_01_score_E,Crit_A_E,Crit_B_E,Crit_C_E,Crit_D_E,Crit_L_E,RDBL_E,Gunning_Fog_S,A_01_score_S,A_02_score_S,B_01_score_S,B_02_score_S,B_03_score_S,C_01_score_S,C_02_score_S,C_04_score_S,C_05_score_S,C_06_score_S,D_01_score_S,L_01_score_S,Crit_A_S,Crit_B_S,Crit_C_S,Crit_D_S,Crit_L_S,RDBL_S,Gunning_Fog_G,A_01_score_G,A_02_score_G,B_01_score_G,B_02_score_G,B_03_score_G,C_01_score_G,C_02_score_G,C_04_score_G,C_05_score_G,C_06_score_G,D_01_score_G,L_01_score_G,Crit_A_G,Crit_B_G,Crit_C_G,Crit_D_G,Crit_L_G,RDBL_G,Gunning_Fog_N,A_01_score_N,A_02_score_N,B_01_score_N,B_02_score_N,B_03_score_N,C_01_score_N,C_02_score_N,C_04_score_N,C_05_score_N,C_06_score_N,D_01_score_N,L_01_score_N,Crit_A_N,Crit_B_N,Crit_C_N,Crit_D_N,Crit_L_N,RDBL_N,ESG Weighted Score_posts,ESG Weighted Score_words,ESG Score_z,ESG Weighted Score_posts_z,ESG Weighted Score_words_z
NILb.ST,Nilorngruppen AB,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,"64,114,616.21",17.98,0.086048,0.8333,0.2327813,8.526747404,0,1.36632152,3.803535354,41.76655308,100,41.76655308,72.36,80,76.6,33.37,41.67,29.91,27.53,76.23,13.34,34.84,46.04,80.74,16.77,https://www.linkedin.com/company/nilorn,60,5048,84.13333333,4.783333333,4.094344562,0.733333333,0.433333333,0.366666667,0.2,0.266666667,0.266666667,0.033333333,0.316666667,0.183333333,0,0.016666667,0.183333333,0.066666667,0,0.166666667,0.778129952,0.606180666,0.292393027,0.256339144,0.221870048,0.374603803,0.072107765,0.477614897,0.043581616,0,0.035657686,0.24881141,0.069532488,0,0.236925515,14.17204376,4.5,4.119047619,2.904761905,3.269230769,3.785714286,5,4.161290323,3.857142857,3.476190476,3.785714286,3.928571429,3.523809524,4.30952381,3.329365079,3.848015873,3.928571429,3.523809524,15.22357556,4.483870968,4.129032258,2.806451613,3.333333333,3.709677419,5,3.904761905,3.709677419,3.451612903,3.64516129,3.774193548,3.677419355,4.306451613,3.26344086,3.701612903,3.774193548,3.677419355,3.728445748,15.88412712,4.56,4.08,2.92,3.315789474,3.8,5,3.944444444,3.76,3.56,3.76,4.04,3.48,4.32,3.353333333,3.814,4.04,3.48,3.794585859,15.69534929,4.3,4,2.6,3.333333333,3.5,5,4,3.7,3.3,3.4,3.4,3.6,4.15,3.116666667,3.563333333,3.4,3.6,3.560252525,13.10677565,4.363636364,4.272727273,2.909090909,3.571428571,3.818181818,5,4,3.636363636,3.363636364,3.727272727,3.545454545,3.727272727,4.318181818,3.363636364,3.683333333,3.545454545,3.727272727,3.744719927,11.20863595,4.545454545,4.090909091,3.181818182,3,4,5,4.7,4.272727273,3.545454545,4.181818182,4.363636364,3.090909091,4.318181818,3.515151515,4.260606061,4.363636364,3.090909091,4.015151515,52.642,65.17444929,-0.691518548,0.483099086,0.674802972
ONON.N,On Holding AG,Textiles & Apparel,Footwear,Sports & Outdoor Footwear,Europe,2025,"13,099,050,273.30",23.3,0.0912738,0.625,0.2878287,8.899321434,0,0.519996238,3.503313962,34.66212648,100,34.66212648,23.29,80,40.72,29.17,41.67,21.22,12.97,13.89,69.51,34.52,34.45,8.43,53.35,https://www.linkedin.com/company/on-ag,80,7327,91.5875,6,4.382026635,0.5,0.175,0.4,0.1125,0.5,0.0625,0,0.15,0.175,0.0125,0.2,0.075,0.025,0,0.1,0.652245121,0.255356899,0.515081206,0.213184114,0.347754879,0.077112051,0,0.237750785,0.207724853,0.023611301,0.227241709,0.136072062,0.06428279,0,0.172512625,11.78805955,4.410958904,4.273972603,2.465753425,3.093023256,3.465753425,4.675675676,3.444444444,3.506849315,3.136986301,3.301369863,3.178082192,3.698630137,4.342465753,2.979452055,3.417579909,3.178082192,3.698630137,12.57806177,4.325,4.225,2.825,3.137931034,3.5,4.791666667,3.441176471,3.775,3.3,3.45,3.35,3.65,4.275,3.158333333,3.607083333,3.35,3.65,3.605618687,13.25783068,4.071428571,4.071428571,2.928571429,3.083333333,3.285714286,5,3.916666667,3.714285714,3.285714286,3.5,3.357142857,3.5,4.071428571,3.083333333,3.746428571,3.357142857,3.5,3.59462482,12.34778005,4.375,4.25,2.8125,3.090909091,3.5,4.722222222,3.37037037,3.75,3.3125,3.40625,3.28125,3.59375,4.3125,3.151041667,3.563541667,3.28125,3.59375,3.583570076,13.1072916,4.111111111,4.111111111,2.888888889,3.111111111,3.555555556,5,3.444444444,3.777777778,3.333333333,3.444444444,3,4.222222222,4.111111111,3.185185185,3.761111111,3,4.222222222,3.652356902,10.8304811,4.515151515,4.333333333,2.03030303,3,3.424242424,4.461538462,3.45,3.181818182,2.939393939,3.121212121,2.96969697,3.757575758,4.424242424,2.762626263,3.187878788,2.96969697,3.757575758,3.379308234,24.215625,34.39731677,-1.075046402,-0.745643115,-0.555050164
PDJ.BK,Pranda Jewelry PCL,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,"20,082,348.83",16.82,0.0073736,0.3333,0.4382916,8.471358655,0,0.543609813,3.65025935,47.30246235,100,47.30246235,40.06,0,30.44,32.59,58.33,18.41,36.39,54.01,95.72,60.99,63.72,8.82,95.43,https://www.linkedin.com/company/prandagroup,47,4776,101.6170213,4.340425532,3.850147602,0.70212766,0.14893617,0.489361702,0.361702128,0.29787234,0.127659574,0.085106383,0.042553191,0.276595745,0.085106383,0.106382979,0.14893617,0.106382979,0.021276596,0.340425532,0.793132328,0.167294807,0.537897822,0.434673367,0.206867672,0.153266332,0.102596315,0.05339196,0.296482412,0.089824121,0.112646566,0.173366834,0.134631491,0.030988275,0.409338358,17.82879808,4.297297297,4.081081081,2.72972973,3.2,3.459459459,4.84,4.678571429,3.945945946,3.324324324,3.513513514,3.72972973,2.621621622,4.189189189,3.099099099,3.905405405,3.72972973,2.621621622,18.44534991,4.296296296,4.074074074,2.777777778,3.227272727,3.518518519,4.75,4.666666667,3.851851852,3.37037037,3.481481481,3.703703704,2.740740741,4.185185185,3.148148148,3.824074074,3.703703704,2.740740741,3.626056865,16.88582489,4.25,3.75,3.25,3,3.75,4.666666667,3.666666667,3.5,3.25,3.5,3.75,2,4,3.333333333,3.6,3.75,2,3.4875,18.68180457,4.263157895,4.105263158,2.789473684,3.266666667,3.421052632,4.727272727,4.692307692,3.947368421,3.421052632,3.421052632,3.631578947,2.684210526,4.184210526,3.114035088,3.872807018,3.631578947,2.684210526,3.625225944,19.35146655,4.333333333,4.133333333,2.6,3.25,3.4,5,4.636363636,3.733333333,3.2,3.4,3.533333333,2.533333333,4.233333333,3.066666667,3.737777778,3.533333333,2.533333333,3.544478115,16.16410813,4.3,4.1,2.6,3,3.3,5,4.7,4.2,3.2,3.6,3.8,2.3,4.2,2.966666667,4.125,3.8,2.3,3.715606061,46.16765957,52.06484715,-0.392666083,0.203242956,0.15094373
PNDORA.CO,Pandora A/S,Textiles & Apparel,Apparel & Accessories,Jewelry,Europe,2025,"7,487,540,204.53",22.74,0.2517045,0.8571,2.4330065,9.333354148,0,-0.865475283,3.571819256,73.22122155,100,73.22122155,32.61,0,42.58,68.18,86.54,74.22,91.77,92.28,60.16,85.9,71.04,50,99.7,https://www.linkedin.com/company/pandora-a-s,100,11309,113.09,5.32,4.605170186,0.52,0.17,0.32,0.18,0.48,0.07,0.06,0.12,0.16,0.01,0.11,0.06,0.08,0.01,0.11,0.556813158,0.189229817,0.334954461,0.219824918,0.443186842,0.077283579,0.06251658,0.130161818,0.157662039,0.007958263,0.1191971,0.070209568,0.108055531,0.001237952,0.124591034,15.98257456,4.29787234,4.031914894,2.574468085,3.213114754,3.329787234,4.575,3.838709677,3.787234043,3.29787234,3.457446809,3.478723404,3.70212766,4.164893617,2.992907801,3.612943262,3.478723404,3.70212766,16.42220075,4.32,4.08,2.64,3.305555556,3.54,4.583333333,3.783783784,3.8,3.44,3.56,3.4,3.72,4.2,3.12,3.679,3.4,3.72,3.626393939,16.67483565,4.235294118,4.058823529,2.705882353,3.538461538,3.470588235,4.416666667,3.923076923,3.823529412,3.529411765,3.529411765,3.117647059,3.352941176,4.147058824,3.18627451,3.738235294,3.117647059,3.352941176,3.594117647,16.04941623,4.35483871,4.064516129,2.580645161,3.304347826,3.451612903,4.461538462,3.590909091,3.677419355,3.451612903,3.516129032,3.580645161,3.935483871,4.209677419,3.064516129,3.593548387,3.580645161,3.935483871,3.616959922,16.81740856,4.352941176,4.176470588,2.882352941,3.461538462,3.764705882,4.444444444,4.142857143,3.941176471,3.588235294,3.882352941,3.352941176,4.235294118,4.264705882,3.343137255,3.891176471,3.352941176,4.235294118,3.818627451,15.48299935,4.272727273,3.977272727,2.5,3.08,3.090909091,4.5625,3.92,3.772727273,3.136363636,3.340909091,3.568181818,3.681818182,4.125,2.848484848,3.537878788,3.568181818,3.681818182,3.509802571,46.999,51.81765673,1.006541293,0.239178001,0.14106601
PUMG.DE,Puma SE,Textiles & Apparel,Footwear,Footwear (NEC),Europe,2025,"3,300,576,749.80",21.92,0.0618004,0.75,0.6075797,9.614538011,1,-1.309791276,3.381980519,68.82425265,52.38095238,85.26755292,99.07,80,91.59,81.7,86.54,95.09,93.67,97.84,30,86.42,93.6,92.28,64.94,https://www.linkedin.com/company/puma,153,14981,97.91503268,4.797385621,5.030437921,0.529411765,0.098039216,0.366013072,0.156862745,0.470588235,0.045751634,0.006535948,0.08496732,0.215686275,0.013071895,0.111111111,0.071895425,0.111111111,0,0.052287582,0.565583072,0.102262866,0.407182431,0.151992524,0.434416928,0.050797677,0.007275883,0.087577598,0.230024698,0.014885522,0.135571724,0.083372272,0.093918964,0,0.067151726,13.26751162,4.157142857,3.885714286,2.621428571,3.076271186,3.178571429,4.746478873,3.75,3.654676259,3.3,3.307142857,3.421428571,2.357142857,4.021428571,2.954761905,3.57702381,3.421428571,2.357142857,13.87534799,4.113924051,3.898734177,2.620253165,3.060606061,3.139240506,4.710526316,3.75862069,3.721518987,3.316455696,3.341772152,3.506329114,2.367088608,4.006329114,2.930379747,3.603586498,3.506329114,2.367088608,3.391484465,14.70140829,4.066666667,3.866666667,2.666666667,3.076923077,3.2,4.75,3.666666667,3.866666667,3.4,3.466666667,3,2.533333333,3.966666667,2.977777778,3.695555556,3,2.533333333,3.396767677,13.62277288,4.092592593,3.833333333,2.574074074,3.042553191,3.018518519,4.68,3.710526316,3.62962963,3.314814815,3.277777778,3.685185185,2.259259259,3.962962963,2.858024691,3.548765432,3.685185185,2.259259259,3.350205761,14.62865648,4.208333333,4.041666667,2.833333333,3.058823529,3.541666667,4.75,3.647058824,3.875,3.375,3.541666667,3.25,2.458333333,4.125,3.159722222,3.699305556,3.25,2.458333333,3.496064815,12.4803137,4.213114754,3.868852459,2.62295082,3.096153846,3.229508197,4.787878788,3.739130435,3.566666667,3.278688525,3.262295082,3.31147541,2.344262295,4.040983607,2.986338798,3.542622951,3.31147541,2.344262295,3.369672131,53.42594771,56.97275082,1.656854665,0.516985561,0.347063389
PVH.N,PVH Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,"2,613,631,849.29",21.68,0.0716985,0.9167,0.4078592,9.539356308,1,-1.839046092,3.511320273,72.89247706,81.48148148,72.89247706,29.5,80,73.51,88.03,86.54,99.6,79.11,98.46,66.34,77.57,55.79,62.67,94.82,https://www.linkedin.com/company/pvh,101,13896,137.5841584,6.316831683,4.615120517,0.297029703,0.02970297,0.217821782,0.079207921,0.702970297,0,0,0.02970297,0.168316832,0.01980198,0.089108911,0.02970297,0.03960396,0,0.03960396,0.306994819,0.036197467,0.221286701,0.081606218,0.693005181,0,0,0.036197467,0.169545193,0.025690846,0.102619459,0.022308578,0.043033967,0,0.038572251,15.90957772,4.060606061,3.939393939,2.717171717,3.060240964,2.96969697,4.677966102,3.93902439,3.757575758,3.242424242,3.242424242,3.868686869,3.272727273,4,2.904040404,3.626599327,3.868686869,3.272727273,16.21654503,4.1,3.933333333,2.6,3.192307692,3.066666667,4.4375,3.608695652,3.7,3.266666667,3.266666667,3.833333333,3.266666667,4.016666667,2.905555555,3.503333333,3.833333333,3.266666667,3.460050505,17.55774115,4,3.666666667,2.666666667,3.333333333,2.666666667,4,3.5,3.666666667,3.333333333,3.333333333,3.666666667,3.333333333,3.833333333,2.888888889,3.466666667,3.666666667,3.333333333,3.383333333,15.80854428,4.136363636,3.954545455,2.545454545,3.166666667,3.090909091,4.416666667,3.588235294,3.681818182,3.318181818,3.272727273,3.909090909,3.181818182,4.045454545,2.871212121,3.501515152,3.909090909,3.181818182,3.458884298,17.73967461,4.125,4.125,2.625,3.125,3.375,4.5,3.714285714,4,3.125,3.25,3.75,3.875,4.125,3.041666667,3.589583333,3.75,3.875,3.582765152,15.77611368,4.043478261,3.942028986,2.768115942,3,2.927536232,4.76744186,4.06779661,3.782608696,3.231884058,3.231884058,3.884057971,3.275362319,3.992753623,2.903381643,3.680193237,3.884057971,3.275362319,3.533611477,26.05257426,27.00988054,0.988794235,-0.666240199,-0.850251857
RCKY.OQ,Rocky Brands Inc,Textiles & Apparel,Footwear,Footwear Wholesale,Americas,2025,"187,421,647.63",19.05,0.0772767,0.8889,0.5543656,7.984462732,0,0.232082467,3.378445748,35.79629896,100,35.79629896,25.16,0,13.67,56.37,31.41,50.05,48.1,19.14,98.08,29.96,13.72,25.36,27.44,https://www.linkedin.com/company/rocky-brands-inc-,59,2935,49.74576271,3.203389831,4.077537444,0.847457627,0.016949153,0.830508475,0.016949153,0.152542373,0,0,0.016949153,0.728813559,0,0.118644068,0.033898305,0.016949153,0,0,0.889267462,0.065417376,0.844293015,0.044974446,0.110732538,0,0,0.065417376,0.69471891,0,0.112776831,0.093356048,0.044974446,0,0,12.50958344,4.290322581,4.161290323,2.225806452,3.153846154,3.35483871,4.6,3.458333333,3.333333333,3.064516129,3.161290323,3.483870968,3.161290323,4.225806452,2.806451613,3.293010753,3.483870968,3.161290323,12.54301026,4.192307692,4.076923077,2.307692308,3.2,3.307692308,4.5,3.35,3.32,3.076923077,3.192307692,3.5,2.961538462,4.134615385,2.820512821,3.275641026,3.5,2.961538462,3.341880342,14.46765995,4,4,3,3,3,5,3,4,3,3,3,2,4,3,3.6,3,2,3.333333333,12.57110748,4.2,4.08,2.28,3.222222222,3.28,4.428571429,3.263157895,3.333333333,3.08,3.16,3.52,2.88,4.14,2.8,3.246666667,3.52,2.88,3.322222222,11.84057971,4,4,3,3,4,5,5,3,3,4,3,5,4,3.333333333,4,3,5,3.833333333,12.33576396,4.8,4.6,1.8,3,3.6,5,4,3.4,3,3,3.4,4.2,4.7,2.733333333,3.383333333,3.4,4.2,3.568585859,26.06915254,28.72448382,-1.013818838,-0.665523595,-0.781736371
SASA.IS,SASA Polyester Sanayi AS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,"2,414,690,724.82",21.6,0.1182058,0.4167,0.7826986,7.60090246,0,-1.350456291,4.196608947,76.43152228,100,76.43152228,91.61,28.8,59.17,57.33,58.33,65.85,99.68,66.36,35.56,85.79,92.99,47.43,99.09,https://www.linkedin.com/company/sasapolyester,48,2000,41.66666667,3,3.871201011,0.3125,0.0625,0.083333333,0.229166667,0.6875,0.0625,0.041666667,0,0.041666667,0,0.0625,0,0.145833333,0.125,0.0625,0.5695,0.1005,0.119,0.486,0.4305,0.1005,0.088,0,0.059,0,0.114,0,0.425,0.33,0.2135,12.41129573,4.214285714,4.357142857,3.357142857,3.666666667,4.285714286,4.727272727,4.6,4.285714286,3.642857143,4.142857143,4.357142857,4.642857143,4.285714286,3.80952381,4.205952381,4.357142857,4.642857143,12.90607044,4.5,4.5,3.5,3.6,4.2,4.625,4.428571429,4.2,3.6,4.1,4.2,4.7,4.5,3.833333333,4.155,4.2,4.7,4.199242424,16.3795946,4,4,2.5,3,4,4.5,4,4,3,3.5,3,3.5,4,3.166666667,3.8,3,3.5,3.583333333,11.44332359,4.5,4,3,3,4,5,5,4.5,4,4.5,4,5,4.25,3.5,4.6,4,5,4.25,13.75822858,4.444444444,4.555555556,3.444444444,3.6,4.222222222,4.625,4.428571429,4.111111111,3.444444444,4,4.111111111,4.666666667,4.5,3.814814815,4.061111111,4.111111111,4.666666667,4.147306397,11.17435897,3.5,4,3,4,4.5,5,5,4.5,3.75,4.25,4.75,4.5,3.75,3.75,4.333333333,4.75,4.5,4.190025253,23.98541667,44.017975,1.179847292,-0.755593968,-0.170608999
SFER.MI,Salvatore Ferragamo SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,"1,389,141,700.00",21.05,0.032183,0.5385,1.2734314,9.462498888,1,-0.619227364,3.716627266,64.0761513,80.95238095,64.0761513,84.78,80,86.24,54.73,86.54,63.39,12.97,93.52,27.17,60.24,75.91,52.82,60.06,https://www.linkedin.com/company/salvatore-ferragamo,180,12868,71.48888889,3.811111111,5.192956851,0.316666667,0.111111111,0.2,0.144444444,0.683333333,0.055555556,0.044444444,0.061111111,0.077777778,0.022222222,0.083333333,0.088888889,0.055555556,0,0.111111111,0.456403482,0.156823127,0.311470314,0.243705316,0.543596518,0.080509792,0.069163817,0.092866024,0.14539944,0.046471868,0.173298104,0.106931924,0.086415915,0,0.189773081,16.4586171,4.546099291,4.269503546,2.560283688,3.304347826,3.397163121,4.711538462,4,3.659574468,3.212765957,3.382978723,3.453900709,4.858156028,4.407801418,3.014184397,3.532387707,3.453900709,4.858156028,17.30397945,4.5,4.232142857,2.910714286,3.431818182,3.571428571,4.59375,4.085714286,3.767857143,3.482142857,3.571428571,3.75,4.803571429,4.366071429,3.261904762,3.72202381,3.75,4.803571429,3.842288961,18.32798168,4.684210526,4.368421053,3.052631579,3.5625,3.842105263,4.75,4.357142857,3.894736842,3.526315789,3.789473684,3.736842105,4.684210526,4.526315789,3.438596491,3.912280702,3.736842105,4.684210526,3.973099415,17.22084056,4.5,4.194444444,2.972222222,3.461538462,3.555555556,4.684210526,3.954545455,3.777777778,3.527777778,3.583333333,3.777777778,4.75,4.347222222,3.287037037,3.71712963,3.777777778,4.75,3.84469697,17.81810019,4.384615385,4.230769231,2.923076923,3.346153846,3.692307692,4.631578947,4.19047619,3.807692308,3.576923077,3.615384615,3.846153846,4.923076923,4.307692308,3.320512821,3.85,3.846153846,4.923076923,3.893240093,15.9016725,4.576470588,4.294117647,2.329411765,3.08,3.282352941,4.9,3.931818182,3.588235294,3.035294118,3.258823529,3.258823529,4.894117647,4.435294118,2.850980392,3.40745098,3.258823529,4.894117647,3.633838384,29.53566667,45.62539012,0.512850617,-0.515682041,-0.106376747
SUNTK.IS,Sun Tekstil Sanayi Ve Ticaret AS,Textiles & Apparel,Apparel & Accessories,Women's Clothing,Asia,2025,"572,971,247.60",20.17,0.1072865,0.2857,0.2639007,9.549238236,0,-0.057700983,3.68979798,81.09063344,100,81.09063344,99.69,80,87.89,63.59,86.54,62.32,99.05,87.35,60.92,87.78,88.11,73.9,73.48,https://www.linkedin.com/company/suntekstil,97,14034,144.6804124,7.81443299,4.574710979,0.639175258,0.226804124,0.391752577,0.257731959,0.360824742,0.072164948,0.010309278,0.195876289,0.278350515,0.010309278,0.113402062,0.010309278,0.06185567,0.010309278,0.237113402,0.691962377,0.296494228,0.411785663,0.321718683,0.308037623,0.104175574,0.021732934,0.262932877,0.27689896,0.011685906,0.125053442,0.021732934,0.06890409,0.023086789,0.307966367,14.43828418,3.729411765,3.576470588,2.870588235,3.419354839,3.623529412,4.803921569,4.25,3.952941176,3.623529412,3.788235294,4.188235294,3.176470588,3.652941176,3.258823529,3.956862745,4.188235294,3.176470588,15.03187164,3.701754386,3.561403509,2.824561404,3.340909091,3.631578947,4.878787879,4.186046512,3.929824561,3.596491228,3.771929825,4.122807018,3.157894737,3.631578947,3.222222222,3.923976608,4.122807018,3.157894737,3.65479355,15.08351681,3.772727273,3.545454545,3.090909091,3.454545455,3.772727273,4.833333333,4.3,4.090909091,3.818181818,3.863636364,4.363636364,3.636363636,3.659090909,3.439393939,4.128030303,4.363636364,3.636363636,3.858057851,15.05951046,3.628571429,3.485714286,2.828571429,3.454545455,3.542857143,4.894736842,4.28,4,3.571428571,3.714285714,4.028571429,2.914285714,3.557142857,3.19047619,3.916190476,4.028571429,2.914285714,3.604992785,15.70413381,3.826086957,3.695652174,3,3.318181818,3.826086957,4.866666667,4,4.043478261,3.695652174,3.913043478,4.173913043,3.304347826,3.760869565,3.391304348,4.006521739,4.173913043,3.304347826,3.765678524,13.22990972,3.785714286,3.607142857,2.964285714,3.611111111,3.607142857,4.666666667,4.380952381,4,3.678571429,3.821428571,4.321428571,3.214285714,3.696428571,3.333333333,4.023809524,4.321428571,3.214285714,3.761056999,70.71103093,82.66351432,1.431366381,1.264140666,1.373665398
SUY1V.HE,Suominen Oyj,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,"104,514,797.59",18.46,-0.0049144,0.8571,0.8652473,8.473032296,0,0.470939166,3.990126263,55.92146199,100,55.92146199,53.11,28.8,44.71,53.86,86.54,51.23,36.39,54.63,66.05,59.21,43.6,48.72,71.65,https://www.linkedin.com/company/suominen-corporation,71,4784,67.38028169,4.774647887,4.262679877,0.732394366,0.183098592,0.394366197,0.38028169,0.267605634,0.14084507,0.084507042,0.126760563,0.253521127,0.042253521,0.070422535,0.084507042,0.225352113,0.126760563,0.169014085,0.793687291,0.271948161,0.442516722,0.43687291,0.206312709,0.203386288,0.129180602,0.175794314,0.285326087,0.033235786,0.052257525,0.122700669,0.238921405,0.111413043,0.233068562,13.93731424,4.6,4.533333333,2.9,3.542857143,4.133333333,4.80952381,4.458333333,4.233333333,3.45,4,3.25,4.383333333,4.566666667,3.527777778,4.056388889,3.25,4.383333333,14.51829734,4.577777778,4.422222222,2.844444444,3.464285714,4,4.806451613,4.441176471,4.177777778,3.422222222,3.911111111,3.244444444,4.288888889,4.5,3.440740741,4.001111111,3.244444444,4.288888889,3.925061728,15.8073956,4.307692308,4,2.769230769,3.153846154,3.538461538,4.857142857,4,3.769230769,3.230769231,3.461538462,3.076923077,3.846153846,4.153846154,3.153846154,3.633333333,3.076923077,3.846153846,3.582400932,14.90881887,4.541666667,4.291666667,2.541666667,3.357142857,3.791666667,4.75,4.235294118,4.125,3.375,3.75,3.041666667,4.25,4.416666667,3.173611111,3.896527778,3.041666667,4.25,3.78878367,15.01296633,4.739130435,4.608695652,3.130434783,3.666666667,4.260869565,4.85,4.590909091,4.391304348,3.565217391,4.173913043,3.47826087,4.391304348,4.673913043,3.724637681,4.269565217,3.47826087,4.391304348,4.153491436,12.19436492,4.666666667,4.866666667,3.066666667,3.857142857,4.533333333,4.818181818,4.5,4.4,3.533333333,4.266666667,3.266666667,4.666666667,4.766666667,3.788888889,4.222222222,3.266666667,4.666666667,4.185319865,52.01873239,61.89019231,0.072625013,0.456158078,0.543564178
UHR.S,Swatch Group AG,Textiles & Apparel,Apparel & Accessories,Watches,Europe,2025,"9,571,532,015.74",22.98,0.0454343,0,0.0010641,7.716015267,1,-1.44936098,3.811363636,49.91831713,38.0952381,61.74139617,97.2,80,90.65,21.67,86.54,22.2,96.84,96.6,3.17,74.04,51.52,46.8,57.01,https://www.linkedin.com/company/swatch-ltd-,26,2244,86.30769231,4.692307692,3.258096538,0.115384615,0.076923077,0.076923077,0.038461538,0.884615385,0.038461538,0,0.076923077,0,0,0.038461538,0.038461538,0,0,0.038461538,0.181818182,0.129233512,0.11942959,0.05258467,0.818181818,0.06684492,0,0.129233512,0,0,0.05258467,0.06684492,0,0,0.05258467,13.43625937,4.5,4.291666667,2.791666667,3.235294118,3.291666667,4.8125,4.352941176,3.791666667,3.333333333,3.625,3.625,4.666666667,4.395833333,3.118055555,3.80625,3.625,4.666666667,14.13479853,4,4,3,3,4,4,4.5,4.333333333,3.666666667,3.666666667,3.666666667,5,4,3.333333333,3.911111111,3.666666667,5,3.866666667,15.2952381,4,4,3,3,4,4,4.5,4.5,4,4,4,5,4,3.333333333,4.2,4,5,4,13.39267399,4,4,3,3,4,4,4,4,3.5,3.5,3.5,5,4,3.333333333,3.666666667,3.5,5,3.758333334,11.81391941,4,4,3,3,4,,,4,3,3,3,5,4,3.333333333,3.333333333,3,5,3.6,13.33646806,4.571428571,4.333333333,2.761904762,3.285714286,3.19047619,4.928571429,4.333333333,3.714285714,3.285714286,3.619047619,3.619047619,4.619047619,4.452380952,3.087301587,3.791269841,3.619047619,4.619047619,3.803463203,13.50192308,21.69709447,0.386810378,-1.208747456,-1.062550602
